tag	name	len	vol	rad	voxc	defc	col	tips	parent	beta	gamma	nchild	q	s
patient13.gd	(130, 254, 40)-(133, 258, 37)	7.476069	8.854377	0.613999	5	0	#ff5b7ffffffffffffe5e	1	(133, 258, 37)-(134, 266, 35)	0.438444	0.634391	0	NA	NA
patient13.gd	(129, 273, 31)-(133, 271, 26)	8.924248	253.235195	3.005393	166	23	#ff00cd	11	(126, 274, 30)-(129, 273, 31)	1.492673	1.944879	2	NA	2.13458545186
patient13.gd	(133, 271, 26)-(135, 273, 22)	6.928203	203.650681	3.058847	154	39	#00ffbe	2	(129, 273, 31)-(133, 271, 26)	1.017786	0.776335	2	1.03597866309	NA
patient13.gd	(135, 273, 22)-(140, 274, 22)	9.208120	83.231148	1.696221	64	17	#ff000e	1	(133, 271, 26)-(135, 273, 22)	0.554530	1.329078	0	NA	NA
patient13.gd	(134, 270, 18)-(135, 273, 22)	6.826630	44.271887	1.436765	32	7	#00ff9f	1	(133, 271, 26)-(135, 273, 22)	0.469708	0.985339	0	NA	NA
patient13.gd	(133, 268, 25)-(133, 271, 26)	5.927286	95.627276	2.266147	71	17	#80ff7fffffffffffff80	9	(129, 273, 31)-(133, 271, 26)	0.754027	0.664178	2	1.6199056866	1.10300481974
patient13.gd	(133, 268, 25)-(135, 268, 23)	3.464102	28.334008	1.613555	22	6	#ff007a	1	(133, 268, 25)-(133, 271, 26)	0.712026	0.584433	0	NA	NA
patient13.gd	(133, 268, 25)-(134, 266, 25)	2.856536	15.937879	1.332663	12	3	#ff6d7ffffffffffffe70	8	(133, 268, 25)-(133, 271, 26)	0.588075	0.481930	2	NA	NA
patient13.gd	(134, 266, 25)-(139, 264, 24)	9.149389	97.398152	1.840791	72	17	#0010ff	1	(133, 268, 25)-(134, 266, 25)	1.381287	3.202966	0	NA	NA
patient13.gd	(134, 266, 25)-(135, 263, 26)	5.444258	61.980642	1.903635	38	3	#4400ff	7	(133, 268, 25)-(134, 266, 25)	1.428444	1.905895	2	4.94944782972	NA
patient13.gd	(135, 263, 26)-(140, 261, 30)	9.573687	99.169027	1.815823	58	2	#ff307ffffffffffffe33	4	(134, 266, 25)-(135, 263, 26)	0.953871	1.758493	2	2.53086764975	NA
patient13.gd	(140, 261, 30)-(161, 260, 38)	30.459452	132.815662	1.178118	75	0	#c0ff7fffffffffffff40	1	(135, 263, 26)-(140, 261, 30)	0.648806	3.181580	0	NA	NA
patient13.gd	(140, 261, 30)-(141, 251, 37)	16.039570	120.419533	1.545885	68	0	#ff006e	3	(135, 263, 26)-(140, 261, 30)	0.851341	1.675381	2	2.02535008021	5.46705447258
patient13.gd	(141, 251, 37)-(144, 250, 47)	15.350376	44.271887	0.958141	25	0	#ff0029	1	(140, 261, 30)-(141, 251, 37)	0.619801	0.957032	0	NA	NA
patient13.gd	(139, 243, 40)-(141, 251, 37)	12.092440	56.668016	1.221341	32	0	#ff00cd	2	(140, 261, 30)-(141, 251, 37)	0.790060	0.753913	2	2.05944173812	NA
patient13.gd	(139, 243, 40)-(143, 233, 41)	14.341411	28.334008	0.793018	16	0	#ff00aa	1	(139, 243, 40)-(141, 251, 37)	0.649301	1.185982	0	NA	NA
patient13.gd	(134, 237, 44)-(139, 243, 40)	11.371544	31.875759	0.944595	18	0	#ff00b5	1	(139, 243, 40)-(141, 251, 37)	0.773408	0.940385	0	NA	NA
patient13.gd	(135, 263, 26)-(136, 247, 26)	20.519229	123.961284	1.386716	70	0	#ff0089	3	(134, 266, 25)-(135, 263, 26)	0.728457	3.768967	2	1.837059955	0.705824396946
patient13.gd	(136, 247, 26)-(143, 243, 25)	10.667226	19.479630	0.762412	11	0	#2c00ff	1	(135, 263, 26)-(136, 247, 26)	0.549797	0.519865	0	NA	NA
patient13.gd	(135, 244, 26)-(136, 247, 26)	5.012884	19.479630	1.112171	11	0	#ff0074	2	(135, 263, 26)-(136, 247, 26)	0.802018	0.244302	2	1.97275736027	NA
patient13.gd	(134, 240, 30)-(135, 244, 26)	7.293770	14.167004	0.786300	8	0	#ff3f7ffffffffffffe42	1	(135, 244, 26)-(136, 247, 26)	0.706995	1.455005	0	NA	NA
patient13.gd	(132, 239, 24)-(135, 244, 26)	8.359525	15.937879	0.779022	9	0	#0018ff	1	(135, 244, 26)-(136, 247, 26)	0.700451	1.667608	0	NA	NA
patient13.gd	(122, 271, 27)-(126, 274, 30)	7.600606	338.237219	3.763671	294	103	#00feff	28	(126, 274, 30)-(129, 280, 24)	1.122337	0.611414	2	NA	NA
patient13.gd	(122, 271, 27)-(126, 271, 23)	6.928203	207.192432	3.085331	161	44	#8aff7fffffffffffff76	1	(122, 271, 27)-(126, 274, 30)	0.819766	0.911533	0	NA	NA
patient13.gd	(117, 270, 18)-(122, 271, 27)	15.852451	1462.743154	5.419521	1061	235	#19ff7fffffffffffffe7	27	(122, 271, 27)-(126, 274, 30)	1.439956	2.085682	2	1.032467703	0.729127877742
patient13.gd	(117, 270, 18)-(121, 274, 14)	9.231084	255.006071	2.965336	248	104	#0051ff	5	(117, 270, 18)-(122, 271, 27)	0.547158	0.582313	2	NA	NA
patient13.gd	(121, 274, 14)-(121, 275, 14)	1.183216	3.541751	0.976117	2	0	#1c00ff	4	(117, 270, 18)-(121, 274, 14)	0.329176	0.128177	2	NA	NA
patient13.gd	(121, 275, 14)-(123, 279, 12)	6.686205	116.877782	2.358855	80	14	#ffcb7ffffffffffffece	3	(121, 274, 14)-(121, 275, 14)	2.416569	5.650874	2	59.4546187675	NA
patient13.gd	(123, 279, 12)-(127, 279, 14)	6.686205	109.794280	2.286257	88	26	#ff987ffffffffffffe9b	1	(121, 275, 14)-(123, 279, 12)	0.969223	1.000000	0	NA	NA
patient13.gd	(123, 279, 12)-(124, 281, 9)	5.196152	90.314650	2.352140	61	10	#e6ff7fffffffffffff1a	2	(121, 275, 14)-(123, 279, 12)	0.997153	0.777145	2	1.25498879527	NA
patient13.gd	(124, 281, 9)-(124, 282, 8)	1.732051	3.541751	0.806777	2	0	#0016ff	1	(123, 279, 12)-(124, 281, 9)	0.342997	0.333333	0	NA	NA
patient13.gd	(121, 291, 6)-(124, 281, 9)	18.482046	198.338055	1.848217	165	53	#00ff02	1	(123, 279, 12)-(124, 281, 9)	0.785760	3.556871	0	NA	NA
patient13.gd	(117, 282, 17)-(121, 275, 14)	14.185238	446.260623	3.164470	331	79	#b5ff7fffffffffffff4b	1	(121, 274, 14)-(121, 275, 14)	3.241895	11.988714	0	NA	NA
patient13.gd	(119, 270, 8)-(121, 274, 14)	10.189159	292.194456	3.021286	221	56	#8400ff	1	(117, 270, 18)-(121, 274, 14)	1.018868	1.103788	0	NA	NA
patient13.gd	(115, 271, 17)-(117, 270, 18)	3.405371	70.835020	2.573160	110	70	#8900ff	22	(117, 270, 18)-(122, 271, 27)	0.474795	0.214817	2	NA	NA
patient13.gd	(115, 271, 17)-(115, 272, 16)	1.732051	3.541751	0.806777	2	0	#2dff7fffffffffffffd3	5	(115, 271, 17)-(117, 270, 18)	0.313536	0.508623	2	NA	NA
patient13.gd	(115, 272, 16)-(118, 276, 12)	8.024904	161.149670	2.528249	112	21	#76ff7fffffffffffff8a	4	(115, 271, 17)-(115, 272, 16)	3.133763	4.633180	2	6.0237412876	2.09151596506
patient13.gd	(118, 276, 12)-(119, 275, 7)	7.157262	104.481654	2.155617	76	17	#00ffdd	1	(115, 272, 16)-(118, 276, 12)	0.852613	0.891881	0	NA	NA
patient13.gd	(117, 278, 12)-(118, 276, 12)	3.829669	65.522393	2.333669	54	17	#00d4ff	3	(115, 272, 16)-(118, 276, 12)	0.923038	0.477223	2	2.83236685293	NA
patient13.gd	(117, 278, 12)-(118, 282, 9)	7.476069	90.314650	1.960954	69	18	#ffa47ffffffffffffea7	1	(117, 278, 12)-(118, 276, 12)	0.840288	1.952145	0	NA	NA
patient13.gd	(115, 279, 10)-(117, 278, 12)	3.829669	33.646634	1.672304	32	13	#ff087ffffffffffffe0b	2	(117, 278, 12)-(118, 276, 12)	0.716599	1.000000	2	3.90061788214	NA
patient13.gd	(115, 279, 10)-(116, 283, 7)	6.744935	42.501012	1.416237	38	14	#ff8b7ffffffffffffe8e	1	(115, 279, 10)-(117, 278, 12)	0.846877	1.761232	0	NA	NA
patient13.gd	(113, 278, 8)-(115, 279, 10)	3.829669	23.021381	1.383280	22	9	#00d6ff	1	(115, 279, 10)-(117, 278, 12)	0.827170	1.000000	0	NA	NA
patient13.gd	(111, 272, 12)-(115, 272, 16)	6.928203	249.693444	3.387024	195	54	#0031ff	1	(115, 271, 17)-(115, 272, 16)	4.198214	4.000000	0	NA	NA
patient13.gd	(111, 277, 19)-(115, 271, 17)	9.908307	442.718872	3.771285	328	78	#f700ff	17	(115, 271, 17)-(117, 270, 18)	1.465624	2.909612	2	NA	NA
patient13.gd	(108, 281, 16)-(111, 277, 19)	7.600606	332.924592	3.733996	237	49	#00ff35	1	(111, 277, 19)-(115, 271, 17)	0.990112	0.767094	0	NA	NA
patient13.gd	(98, 279, 22)-(111, 277, 19)	19.719862	1383.053757	4.724900	969	188	#a200ff	16	(111, 277, 19)-(115, 271, 17)	1.252862	1.990235	2	1.90767876003	5.37864931414
patient13.gd	(89, 284, 21)-(98, 279, 22)	13.648299	704.808445	4.054351	516	118	#ff0010	12	(98, 279, 22)-(111, 277, 19)	0.858082	0.692109	2	0.738566822373	0.870735513928
patient13.gd	(87, 286, 21)-(89, 284, 21)	3.346640	21.250506	1.421691	21	9	#00a5ff	10	(89, 284, 21)-(98, 279, 22)	0.350658	0.245206	2	NA	NA
patient13.gd	(86, 288, 22)-(87, 286, 21)	3.405371	26.563132	1.575733	29	14	#00e9ff	2	(87, 286, 21)-(89, 284, 21)	1.108351	1.017549	2	NA	NA
patient13.gd	(86, 288, 22)-(88, 292, 23)	6.137370	38.959261	1.421475	52	30	#ad00ff	1	(86, 288, 22)-(87, 286, 21)	0.902104	1.802262	0	NA	NA
patient13.gd	(85, 293, 22)-(86, 288, 22)	7.386392	67.293269	1.702922	58	20	#ff607ffffffffffffe63	1	(86, 288, 22)-(87, 286, 21)	1.080718	2.169042	0	NA	NA
patient13.gd	(78, 289, 23)-(87, 286, 21)	16.711973	221.359436	2.053337	147	22	#00ff97	8	(87, 286, 21)-(89, 284, 21)	1.444292	4.993657	2	2.16317872884	NA
patient13.gd	(78, 287, 25)-(78, 289, 23)	3.464102	24.792257	1.509342	16	2	#ff0066	5	(78, 289, 23)-(87, 286, 21)	0.735068	0.207283	2	NA	NA
patient13.gd	(74, 290, 29)-(78, 287, 25)	8.024904	58.438891	1.522496	35	2	#ff001b	4	(78, 287, 25)-(78, 289, 23)	1.008715	2.316590	2	4.82096856207	NA
patient13.gd	(74, 290, 29)-(76, 294, 34)	9.025821	51.355389	1.345782	29	0	#ff00e7	2	(74, 290, 29)-(78, 287, 25)	0.883931	1.124726	2	1.46759323298	NA
patient13.gd	(76, 294, 34)-(78, 300, 36)	9.052636	15.937879	0.748605	9	0	#00bdff	1	(74, 290, 29)-(76, 294, 34)	0.556260	1.002971	0	NA	NA
patient13.gd	(73, 292, 41)-(76, 294, 34)	11.190076	30.104883	0.925395	17	0	#ffe07ffffffffffffee3	1	(74, 290, 29)-(76, 294, 34)	0.687626	1.239785	0	NA	NA
patient13.gd	(56, 295, 34)-(74, 290, 29)	26.118970	136.357413	1.289099	77	0	#0073ff	2	(74, 290, 29)-(78, 287, 25)	0.846701	3.254739	2	1.58058967448	0.476987326492
patient13.gd	(55, 296, 34)-(56, 295, 34)	1.673320	3.541751	0.820814	2	0	#ed00ff	1	(56, 295, 34)-(74, 290, 29)	0.636734	0.064065	0	NA	NA
patient13.gd	(47, 292, 37)-(56, 295, 34)	13.516686	30.104883	0.841993	17	0	#b4ff7fffffffffffff4c	1	(56, 295, 34)-(74, 290, 29)	0.653164	0.517505	0	NA	NA
patient13.gd	(56, 274, 31)-(78, 287, 25)	35.641002	143.440915	1.131844	81	0	#b700ff	1	(78, 287, 25)-(78, 289, 23)	0.749892	10.288671	0	NA	NA
patient13.gd	(73, 296, 21)-(78, 289, 23)	17.450183	118.648658	1.471148	95	28	#00c8ff	3	(78, 289, 23)-(87, 286, 21)	0.716467	1.044172	2	3.22128620503	0.884230340288
patient13.gd	(73, 296, 21)-(74, 295, 18)	4.729013	14.167004	0.976515	10	2	#00ff46	1	(73, 296, 21)-(78, 289, 23)	0.663777	0.271001	0	NA	NA
patient13.gd	(70, 302, 21)-(73, 296, 21)	11.371544	63.751518	1.335859	47	11	#69ff7fffffffffffff97	2	(73, 296, 21)-(78, 289, 23)	0.908038	0.651658	2	4.81670944731	NA
patient13.gd	(70, 302, 21)-(71, 311, 20)	12.661015	46.042763	1.075899	146	120	#7dff7fffffffffffff83	1	(70, 302, 21)-(73, 296, 21)	0.805399	1.113395	0	NA	NA
patient13.gd	(68, 301, 22)-(70, 302, 21)	3.405371	15.937879	1.220557	10	1	#ff0068	1	(70, 302, 21)-(73, 296, 21)	0.913687	0.299464	0	NA	NA
patient13.gd	(84, 280, 20)-(89, 284, 21)	9.149389	88.543774	1.755125	62	12	#4cff7fffffffffffffb4	2	(89, 284, 21)-(98, 279, 22)	0.432899	0.670368	2	1.10560791151	1.13804748437
patient13.gd	(84, 279, 19)-(84, 280, 20)	1.732051	3.541751	0.806777	2	0	#ff157ffffffffffffe18	1	(84, 280, 20)-(89, 284, 21)	0.459670	0.189308	0	NA	NA
patient13.gd	(79, 279, 21)-(84, 280, 20)	7.928151	28.334008	1.066579	16	0	#00ffb3	1	(84, 280, 20)-(89, 284, 21)	0.607694	0.866522	0	NA	NA
patient13.gd	(87, 271, 25)-(98, 279, 22)	19.182234	318.757588	2.299883	221	41	#d0ff7fffffffffffff30	4	(98, 279, 22)-(111, 277, 19)	0.486758	0.972737	2	1.44342740876	0.66828928107
patient13.gd	(85, 270, 22)-(87, 271, 25)	5.094580	26.563132	1.288281	16	1	#3b00ff	2	(87, 271, 25)-(98, 279, 22)	0.560151	0.265588	2	1.37491455351	NA
patient13.gd	(84, 275, 20)-(85, 270, 22)	7.503854	15.937879	0.822239	9	0	#0003ff	1	(85, 270, 22)-(87, 271, 25)	0.638245	1.472909	0	NA	NA
patient13.gd	(84, 269, 21)-(85, 270, 22)	2.097618	3.541751	0.733113	2	0	#0086ff	1	(85, 270, 22)-(87, 271, 25)	0.569063	0.411735	0	NA	NA
patient13.gd	(83, 267, 28)-(87, 271, 25)	8.659285	65.522393	1.551954	38	1	#ffc67ffffffffffffec9	2	(87, 271, 25)-(98, 279, 22)	0.674797	0.451422	2	1.36949554665	NA
patient13.gd	(81, 258, 30)-(83, 267, 28)	12.726822	37.188385	0.964426	21	0	#00fff5	1	(83, 267, 28)-(87, 271, 25)	0.621427	1.469731	0	NA	NA
patient13.gd	(77, 264, 34)-(83, 267, 28)	13.037788	33.646634	0.906346	19	0	#2900ff	1	(83, 267, 28)-(87, 271, 25)	0.584003	1.505643	0	NA	NA
patient13.gd	(107, 306, 19)-(115, 302, 21)	13.254948	533.033522	3.577777	400	99	#4400ff	12	(115, 302, 21)-(116, 304, 19)	3.297083	3.461121	2	NA	NA
patient13.gd	(99, 302, 20)-(107, 306, 19)	15.197082	1138.672940	4.883649	864	221	#ff00f9	11	(107, 306, 19)-(115, 302, 21)	1.364995	1.146521	2	1.81423562772	NA
patient13.gd	(90, 297, 18)-(99, 302, 20)	15.045729	444.489748	3.066545	349	98	#08ff7ffffffffffffff8	5	(99, 302, 20)-(107, 306, 19)	0.627921	0.990041	2	0.711672019757	0.461133650205
patient13.gd	(88, 299, 18)-(90, 297, 18)	3.346640	12.396128	1.085834	18	11	#d700ff	4	(90, 297, 18)-(99, 302, 20)	0.354090	0.222431	2	NA	NA
patient13.gd	(86, 301, 17)-(88, 299, 18)	3.770938	23.021381	1.394011	29	16	#00ffbc	1	(88, 299, 18)-(90, 297, 18)	1.283815	1.126783	0	NA	NA
patient13.gd	(83, 295, 18)-(88, 299, 18)	7.876496	44.271887	1.337589	27	2	#ff727ffffffffffffe75	3	(88, 299, 18)-(90, 297, 18)	1.231853	2.353553	2	1.76593368498	0.871111914405
patient13.gd	(83, 295, 18)-(84, 294, 17)	2.097618	3.541751	0.733113	2	0	#b700ff	2	(83, 295, 18)-(88, 299, 18)	0.548086	0.266314	2	NA	NA
patient13.gd	(84, 294, 17)-(85, 296, 15)	4.647318	14.167004	0.985060	8	0	#00fff3	1	(83, 295, 18)-(84, 294, 17)	1.343668	2.215522	0	NA	NA
patient13.gd	(81, 289, 17)-(84, 294, 17)	9.215196	58.438891	1.420770	50	17	#00ff96	1	(83, 295, 18)-(84, 294, 17)	1.937996	4.393172	0	NA	NA
patient13.gd	(81, 294, 15)-(83, 295, 18)	5.094580	17.708755	1.051877	10	0	#ff0c7ffffffffffffe0f	1	(83, 295, 18)-(88, 299, 18)	0.786398	0.646808	0	NA	NA
patient13.gd	(88, 295, 18)-(90, 297, 18)	3.346640	15.937879	1.231220	12	3	#ffb47ffffffffffffeb7	1	(90, 297, 18)-(99, 302, 20)	0.401501	0.222431	0	NA	NA
patient13.gd	(87, 311, 23)-(99, 302, 20)	24.326731	981.065021	3.582879	635	81	#b2ff7fffffffffffff4e	6	(99, 302, 20)-(107, 306, 19)	0.733648	1.600750	2	1.29379507203	NA
patient13.gd	(71, 316, 23)-(87, 311, 23)	25.164120	444.489748	2.371183	319	68	#ff7e7ffffffffffffe81	2	(87, 311, 23)-(99, 302, 20)	0.661809	1.034423	2	0.878816342962	0.503495675532
patient13.gd	(69, 317, 24)-(71, 316, 23)	3.280834	8.854377	0.926855	5	0	#28ff7fffffffffffffd8	1	(71, 316, 23)-(87, 311, 23)	0.390883	0.130377	0	NA	NA
patient13.gd	(64, 317, 20)-(71, 316, 23)	10.419120	49.584514	1.230786	30	2	#0081ff	1	(71, 316, 23)-(87, 311, 23)	0.519060	0.414047	0	NA	NA
patient13.gd	(66, 305, 34)-(87, 311, 23)	33.327194	343.549845	1.811426	205	11	#4900ff	4	(87, 311, 23)-(99, 302, 20)	0.505578	1.369982	2	1.83922947556	0.72915399231
patient13.gd	(60, 310, 36)-(66, 305, 34)	10.398412	33.646634	1.014875	20	1	#2f00ff	1	(66, 305, 34)-(87, 311, 23)	0.560263	0.312010	0	NA	NA
patient13.gd	(60, 297, 41)-(66, 305, 34)	15.500973	100.939903	1.439717	57	0	#00ff04	3	(66, 305, 34)-(87, 311, 23)	0.794797	0.465115	2	NA	NA
patient13.gd	(60, 297, 41)-(62, 287, 45)	15.980840	26.563132	0.727386	15	0	#001aff	1	(60, 297, 41)-(66, 305, 34)	0.505229	1.030957	0	NA	NA
patient13.gd	(56, 297, 43)-(60, 297, 41)	6.686205	44.271887	1.451775	25	0	#00adff	2	(60, 297, 41)-(66, 305, 34)	1.008375	0.431341	2	1.25363979117	NA
patient13.gd	(53, 298, 41)-(56, 297, 43)	5.012884	10.625253	0.821393	6	0	#00a1ff	1	(56, 297, 43)-(60, 297, 41)	0.565785	0.749735	0	NA	NA
patient13.gd	(50, 288, 46)-(56, 297, 43)	14.862461	33.646634	0.848888	19	0	#ffb47ffffffffffffeb7	1	(56, 297, 43)-(60, 297, 41)	0.584724	2.222855	0	NA	NA
patient13.gd	(92, 315, 18)-(107, 306, 19)	24.529739	993.461150	3.590493	702	141	#94ff7fffffffffffff6c	1	(107, 306, 19)-(115, 302, 21)	1.003554	1.850610	0	NA	NA
patient13.gd	(113, 310, 17)-(118, 307, 17)	7.386392	200.108930	2.936582	162	49	#acff7fffffffffffff54	3	(118, 307, 17)-(119, 308, 16)	4.005634	3.521324	2	NA	NA
patient13.gd	(113, 310, 17)-(113, 312, 16)	2.915267	51.355389	2.367985	63	34	#5600ff	2	(113, 310, 17)-(118, 307, 17)	0.806375	0.394681	2	NA	NA
patient13.gd	(110, 317, 11)-(113, 312, 16)	9.756955	194.796304	2.520915	165	55	#00fff5	1	(113, 310, 17)-(113, 312, 16)	1.064583	3.346848	0	NA	NA
patient13.gd	(109, 308, 11)-(113, 312, 16)	11.430275	302.819709	2.903948	218	47	#00ffeb	1	(113, 310, 17)-(113, 312, 16)	1.226337	3.920833	0	NA	NA
patient13.gd	(103, 317, 12)-(113, 310, 17)	19.999883	949.189262	3.886760	679	143	#007aff	1	(113, 310, 17)-(118, 307, 17)	1.323566	2.707666	0	NA	NA
patient13.gd	(114, 305, 9)-(116, 302, 12)	7.600606	108.023405	2.126963	79	18	#e0ff7fffffffffffff20	1	(115, 301, 11)-(116, 302, 12)	2.901276	3.623447	0	NA	NA
patient13.gd	(115, 299, 9)-(115, 301, 11)	4.195235	79.689397	2.458936	88	43	#00ff44	1	(108, 300, 11)-(115, 301, 11)	0.995091	0.334155	0	NA	NA
patient13.gd	(105, 304, 10)-(108, 300, 11)	6.627474	51.355389	1.570522	40	11	#00f1ff	1	(107, 299, 11)-(108, 300, 11)	1.913372	3.960673	0	NA	NA
patient13.gd	(103, 302, 11)-(107, 299, 11)	8.967090	42.501012	1.228284	37	13	#6fff7fffffffffffff91	1	(105, 295, 11)-(107, 299, 11)	0.754613	1.170740	0	NA	NA
patient13.gd	(101, 297, 13)-(105, 295, 11)	6.561667	108.023405	2.289164	89	28	#ffe37ffffffffffffee6	1	(105, 295, 11)-(106, 291, 12)	0.906361	0.990071	0	NA	NA
patient13.gd	(101, 284, 8)-(105, 288, 12)	8.390471	93.856401	1.886965	81	28	#00a0ff	1	(103, 279, 13)-(105, 288, 12)	0.924319	0.525714	0	NA	NA
patient13.gd	(97, 285, 13)-(103, 279, 13)	12.554760	201.879806	2.262389	128	14	#ff6f7ffffffffffffe72	1	(103, 279, 13)-(104, 278, 14)	3.086003	5.985247	0	NA	NA
patient13.gd	(100, 274, 14)-(101, 273, 13)	2.097618	3.541751	0.733113	2	0	#31ff7fffffffffffffcf	2	(101, 273, 13)-(102, 272, 14)	1.000000	1.000000	2	NA	NA
patient13.gd	(97, 274, 16)-(100, 274, 14)	4.647318	81.460273	2.362092	50	4	#4eff7fffffffffffffb2	1	(100, 274, 14)-(101, 273, 13)	3.222003	2.215522	0	NA	NA
patient13.gd	(95, 279, 10)-(100, 274, 14)	11.854572	185.941926	2.234451	120	15	#00a8ff	1	(100, 274, 14)-(101, 273, 13)	3.047894	5.651446	0	NA	NA
patient13.gd	(94, 269, 10)-(99, 268, 13)	9.639493	244.380818	2.840740	158	20	#00ffdc	1	(99, 268, 13)-(101, 263, 14)	0.957063	1.053567	0	NA	NA
patient13.gd	(99, 264, 8)-(101, 263, 14)	10.554726	269.173074	2.849164	210	58	#cfff7fffffffffffff31	1	(101, 263, 14)-(103, 259, 15)	0.959265	1.685545	0	NA	NA
patient13.gd	(96, 260, 12)-(103, 259, 15)	12.255000	378.967355	3.137396	285	71	#0037ff	1	(103, 259, 15)-(105, 255, 15)	0.624241	1.659132	0	NA	NA
patient13.gd	(100, 252, 12)-(105, 255, 15)	9.756955	316.986713	3.215796	252	73	#ff00c9	1	(105, 255, 15)-(108, 253, 18)	1.180728	1.646108	0	NA	NA
patient13.gd	(104, 247, 14)-(108, 253, 18)	10.881440	363.029475	3.258763	288	83	#00ffb7	13	(108, 253, 18)-(111, 252, 22)	0.739311	1.420676	2	NA	NA
patient13.gd	(104, 245, 12)-(104, 247, 14)	3.464102	44.271887	2.016944	33	8	#ff0054	1	(104, 247, 14)-(108, 253, 18)	0.618929	0.318350	0	NA	NA
patient13.gd	(96, 227, 18)-(104, 247, 14)	30.387088	1028.878660	3.282937	592	11	#9000ff	12	(104, 247, 14)-(108, 253, 18)	1.007418	2.792561	2	1.90113199893	NA
patient13.gd	(84, 214, 23)-(96, 227, 18)	26.437013	467.511129	2.372547	269	5	#ff8b7ffffffffffffe8e	4	(96, 227, 18)-(104, 247, 14)	0.722690	0.870008	2	1.3786938627	0.529891423916
patient13.gd	(82, 212, 25)-(84, 214, 23)	4.195235	31.875759	1.555167	21	3	#b700ff	3	(84, 214, 23)-(96, 227, 18)	0.655484	0.158688	2	NA	NA
patient13.gd	(82, 212, 25)-(97, 109, 39)	174.299565	740.225955	1.162677	419	1	#ff00cb	1	(82, 212, 25)-(84, 214, 23)	0.747622	41.547029	0	NA	NA
patient13.gd	(66, 212, 28)-(82, 212, 25)	22.289302	352.404222	2.243352	200	1	#0069ff	2	(82, 212, 25)-(84, 214, 23)	1.442515	5.313004	2	1.74761687171	NA
patient13.gd	(63, 210, 29)-(66, 212, 28)	4.954154	24.792257	1.262113	14	0	#00ff0c	1	(66, 212, 28)-(82, 212, 25)	0.562602	0.222266	0	NA	NA
patient13.gd	(39, 226, 24)-(66, 212, 28)	42.451744	398.446985	1.728473	242	17	#ff0071	1	(66, 212, 28)-(82, 212, 25)	0.770487	1.904579	0	NA	NA
patient13.gd	(78, 219, 20)-(84, 214, 23)	10.822709	58.438891	1.311016	38	5	#003fff	1	(84, 214, 23)-(96, 227, 18)	0.552578	0.409377	0	NA	NA
patient13.gd	(81, 159, 23)-(96, 227, 18)	93.970029	1407.846014	2.183775	808	13	#22ff7fffffffffffffde	8	(96, 227, 18)-(104, 247, 14)	0.665189	3.092433	2	3.38638067659	0.572775391384
patient13.gd	(81, 159, 23)-(82, 143, 21)	22.223495	184.171051	1.624163	114	10	#00ffcd	2	(81, 159, 23)-(96, 227, 18)	0.743741	0.236496	2	1.08342266185	NA
patient13.gd	(75, 142, 11)-(82, 143, 21)	34.926726	72.605895	0.813452	41	0	#5900ff	1	(81, 159, 23)-(82, 143, 21)	0.500844	1.571613	0	NA	NA
patient13.gd	(68, 111, 25)-(82, 143, 21)	46.670633	118.648658	0.899569	67	0	#07ff7ffffffffffffff9	1	(81, 159, 23)-(82, 143, 21)	0.553866	2.100058	0	NA	NA
patient13.gd	(79, 135, 27)-(81, 159, 23)	34.374667	393.134359	1.907991	234	12	#00a3ff	6	(81, 159, 23)-(96, 227, 18)	0.873712	0.365805	2	2.47416364555	NA
patient13.gd	(79, 135, 27)-(93, 81, 15)	103.213568	1021.795158	1.775164	578	1	#ff0e7ffffffffffffe11	5	(79, 135, 27)-(81, 159, 23)	0.930384	3.002606	2	1.26769339279	0.224713808754
patient13.gd	(93, 80, 14)-(93, 81, 15)	1.732051	3.541751	0.806777	2	0	#8900ff	1	(79, 135, 27)-(93, 81, 15)	0.454480	0.016781	0	NA	NA
patient13.gd	(89, 79, 20)-(93, 81, 15)	10.699141	51.355389	1.236072	29	0	#82ff7fffffffffffff7e	4	(79, 135, 27)-(93, 81, 15)	0.696314	0.103660	2	3.27957867294	NA
patient13.gd	(89, 79, 20)-(98, 76, 15)	15.432005	51.355389	1.029217	30	1	#00a7ff	2	(89, 79, 20)-(93, 81, 15)	0.832652	1.442359	2	3.56055850794	0.722484460584
patient13.gd	(98, 76, 15)-(100, 78, 13)	5.035849	14.167004	0.946298	11	3	#1c00ff	1	(89, 79, 20)-(98, 76, 15)	0.919435	0.326325	0	NA	NA
patient13.gd	(95, 75, 11)-(98, 76, 15)	6.826630	10.625253	0.703868	6	0	#8c00ff	1	(89, 79, 20)-(98, 76, 15)	0.683887	0.442368	0	NA	NA
patient13.gd	(82, 77, 17)-(89, 79, 20)	10.784687	31.875759	0.969955	18	0	#0015ff	2	(89, 79, 20)-(93, 81, 15)	0.784708	1.007996	2	6.80554364058	NA
patient13.gd	(79, 74, 15)-(82, 77, 17)	5.868555	14.167004	0.876594	8	0	#ff0013	1	(82, 77, 17)-(89, 79, 20)	0.903747	0.544156	0	NA	NA
patient13.gd	(71, 74, 22)-(82, 77, 17)	26.476835	63.751518	0.875462	36	0	#fdff7fffffffffffff03	1	(82, 77, 17)-(89, 79, 20)	0.902580	2.455040	0	NA	NA
